"x [m]" "Temp " "vel [m/s]" "rho [g/cm3]" "HRR [W/m3]" "AC3H5OOH " "BZCOOH " "C2H2 " "C2H3 " "C2H3CHO " "C2H4 " "C2H5 " "C2H5OH " "C2H6 " "C3H3 " "C3H4-A " "C3H5-A " "C3H5-T " "C3H5O " "C3H6 " "C4H4 " "C4H5-I " "C4H6 " "C4H71-3 " "C4H8-1 " "C5H4CH3 " "C5H5 " "C5H5CH3 " "C6H4CH3 " "C6H5 " "C6H5C2H3 " "C6H5C2H5 " "C6H5CH2 " "C6H5CH2O " "C6H5CH3 " "C6H5CHO " "C6H5O " "C6H5OH " "C6H6 " "C7H131-3 " "C7H14-2 " "C7H14O2-4 " "C7H14OOH2-4 " "C7H14OOH2-4O2 " "C7H15-4 " "C7H15-4O " "C7H15-4O2 " "C7KET24 " "CH2CH2O-2OOH " "CH2CHO " "CH2CO " "CH2O " "CH3 " "CH3CHCHO " "CH3CHO " "CH3O " "CH3O2 " "CH3O2H " "CH3OH " "CH4 " "CO " "CO2 " "H " "H2 " "H2O " "H2O2 " "HCCO " "HCO " "HO2 " "IC3H5CHO " "IC3H7 " "IC3H7O2 " "IC4H7 " "IC4H8 " "IC4H9 " "IC8 " "IC8-1O2R " "IC8-1OR " "IC8-1R " "IC8D3-5R " "IC8D4 " "IC8KET1-3 " "IC8O1-3 " "IC8OOH1-3O2R " "IC8OOH1-3R " "N2 " "NC3H7 " "NC3H7CHO " "NC3H7O2 " "NC7H16 " "NEC7D4 " "NO " "NO2 " "O " "O2 " "O2C2H4OH " "OH " "PC2H4OH " "PC4H9 " "SC2H4OH " "TC4H9 " "TC4H9CHO " "N "
0.0104970703125 784.1023989571524 0.5113091012625077 2.290357368163289 105239194.82975245 7.257286448244894e-06 1.3575927346377627e-05 0.0004863026297838496 1.0488501521185156e-09 4.8277716588931075e-05 0.001184027202919926 5.163123159065655e-07 0.0053405433127541565 0.0003140503592410895 1.4847346458622462e-06 6.677915080072021e-05 6.162480126901588e-06 1.57737581221821e-10 6.465099891171157e-09 0.0010799157739646882 9.189748267665646e-05 6.253641306111315e-06 4.361646015968644e-05 2.1807304626451163e-06 0.0002040775739631349 3.0583122816269365e-06 5.55259087727681e-07 9.371893493450915e-05 4.1291663895175386e-11 2.8861138225774992e-11 3.5576268966807397e-05 7.315903293280775e-05 1.6920156303216806e-05 3.1107937130280468e-09 0.020264708239432064 3.851478314541692e-05 3.877881822750881e-06 0.00012519258412738808 0.00035194785392738797 3.496760498555357e-07 3.5508258789866475e-05 0.00011113605407235357 1.7756032576563234e-08 2.3555216377673498e-07 7.800091742059752e-07 4.617030511968432e-12 5.226395354404288e-06 6.8974133931290285e-06 1.940068507283988e-11 2.7403220928793688e-06 0.00014279391977079832 0.00045819362456975813 8.104436462299452e-07 3.993676339345045e-10 0.0001594570436062489 7.188191673782314e-07 9.142494073691215e-05 1.4479217775143564e-05 0.00023668576035516621 0.00044005086587061066 0.015106540517766718 0.034913284208885516 4.787417137987143e-09 0.0005727694282435098 0.029185945739548944 5.0460537152905734e-05 1.2414192997948365e-09 3.032173894268903e-09 0.00010319016616192231 7.480908439396708e-05 1.559917987105692e-08 2.4423485542796747e-06 1.2385727879004427e-05 0.0005167818936900647 4.2057511942223396e-07 0.020607014547128183 1.339951773298412e-05 9.984528538441057e-13 3.501089414716637e-07 1.324466275675138e-08 3.860655582108599e-05 1.8190559835790683e-06 7.801555940281657e-05 8.749876682518566e-07 3.3348513380562966e-08 0.7021676499418262 3.868382494414985e-08 3.0596773046063404e-05 8.495861193314978e-06 0.010858933134772859 0.0001754683949841059 1.943972912275755e-07 3.7471991722563727e-07 1.1164263478803784e-08 0.15384262505273816 2.7071366931985453e-06 1.0823827635019482e-07 4.995067328384837e-08 1.1714332314292346e-07 5.028091024205213e-09 2.0233291459783348e-05 1.5439879296564466e-06 2.4230768864696048e-17
0.010497802734375 791.1486301007982 0.5160661043176354 2.269245272361395 116909037.94528128 7.188265405738781e-06 1.3476901268343476e-05 0.0004955897889514029 1.2188350907504176e-09 4.9689778320144755e-05 0.0012053885517697394 5.831493162269306e-07 0.005305743886224372 0.00032133028049134124 1.5759601173970042e-06 6.846087753358331e-05 6.540115239151451e-06 1.8650317143010696e-10 6.525084696483764e-09 0.0011060496819988057 9.494208975826712e-05 6.46130893857609e-06 4.492268136564665e-05 2.312768432144096e-06 0.00021009682290945995 3.17027862854008e-06 5.785529356028349e-07 9.724820878807192e-05 4.865380360278648e-11 3.385453447049131e-11 3.7218829004130346e-05 7.649656485143904e-05 1.793257854968555e-05 3.23907631918188e-09 0.02019644396488354 4.004812658773124e-05 4.020476706992704e-06 0.00013021742473742938 0.00036491781509568103 3.767382853220238e-07 3.6994128949353066e-05 0.00011574329584400849 1.8656215331603847e-08 2.1168525392546968e-07 8.85690676858012e-07 5.000088512578378e-12 5.126890275400535e-06 6.76505762929401e-06 2.1164081664587892e-11 2.851966483951128e-06 0.0001462053957664694 0.00046734820191133566 9.909426341239084e-07 5.073718759263367e-10 0.00016326010713312142 7.724457453356778e-07 9.347416195924274e-05 1.4314531452554702e-05 0.00024164719252972426 0.0004469193072675923 0.015367345778429346 0.03522761633035748 5.455777657800932e-09 0.0005754882901209725 0.0294875833149558 5.0991909213778804e-05 1.4582818171530097e-09 3.428980240528678e-09 0.00010573735241238005 7.708485513668444e-05 1.9188894377503966e-08 2.463148381758224e-06 1.3066238178932365e-05 0.0005337384175309028 4.4376048853163967e-07 0.020501671674904447 1.3353949650979067e-05 1.1078306640444485e-12 4.0747218689342645e-07 1.4168256019821751e-08 4.016679764937431e-05 1.7892699987535702e-06 8.116502385892685e-05 7.764803563169959e-07 3.564598200018814e-08 0.7020793728719112 4.7216886304258234e-08 3.14892209057157e-05 8.61636847963766e-06 0.010802292367452676 0.0001828519237273088 2.0025970316709144e-07 3.77809709858206e-07 1.2435485008516078e-08 0.15313593222132846 2.683717216149123e-06 1.2155785891374947e-07 5.8894565399939645e-08 1.2456842868081027e-07 5.802277242081507e-09 2.0673556824941987e-05 1.6060340601516852e-06 2.7526983422662468e-17
0.01049853515625 798.2616817482769 0.5208727154995151 2.2483046866667067 129661405.46368928 7.1047219000959106e-06 1.3343319389540962e-05 0.000505002827316689 1.415550877150244e-09 5.1125196591431735e-05 0.0012270119849137422 6.57749053983416e-07 0.005270226732249314 0.00032873835752121865 1.6725566871498331e-06 7.017550765059792e-05 6.938457464355168e-06 2.2020439688827646e-10 6.592389585825931e-09 0.0011326481105773645 9.806977944496708e-05 6.674577401074978e-06 4.626029127186896e-05 2.4525531131695274e-06 0.00021625634771038014 3.2854647129107222e-06 6.029143389156386e-07 0.00010088955169115767 5.724989595574572e-11 3.968078953551077e-11 3.892677822054859e-05 7.996402085041949e-05 1.8984905248108953e-05 3.3708351752282068e-09 0.02012580074286579 4.162177369926519e-05 4.166258825237784e-06 0.00013541429237782444 0.0003782799861097985 4.0546323542876275e-07 3.8511180359060414e-05 0.0001204262537714265 1.9522833099546934e-08 1.8943376449058443e-07 1.0036896415359106e-06 5.401506674163414e-12 5.014408743020487e-06 6.6051238021330725e-06 2.2964245035433922e-11 2.9677374997192963e-06 0.00014967625137440643 0.00047660013027358867 1.2063617474862923e-06 6.393620709290725e-10 0.0001671216526399094 8.292654809193405e-07 9.545493117041184e-05 1.4131690974393783e-05 0.0002466810096267418 0.00045385843032076575 0.015631283209155203 0.035547145687899774 6.2089990443099735e-09 0.0005782091108688573 0.02979149960825685 5.151782454233808e-05 1.7110421660263427e-09 3.8795594539197285e-09 0.00010831929957378878 7.939953455668638e-05 2.3508355135359506e-08 2.477148133667449e-06 1.378235071188985e-05 0.0005511526600654568 4.691013228858134e-07 0.02039199473955609 1.325485743917153e-05 1.2259664520471782e-12 4.7286796272097787e-07 1.5124742718581915e-08 4.175371403070604e-05 1.7496578490079376e-06 8.43508901190228e-05 6.848872648630629e-07 3.7923488032542984e-08 0.7019939480364926 5.746778187168103e-08 3.238455278129337e-05 8.718586175934413e-06 0.010743512952374657 0.00019050112462940408 2.0628168078741935e-07 3.807542360259085e-07 1.3842287318036491e-08 0.15242190636684413 2.6486247663486373e-06 1.363366679659456e-07 6.905015510965741e-08 1.3284553412126812e-07 6.688643310334881e-09 2.1091096280024106e-05 1.6693765858021338e-06 3.1305097066510004e-17
0.010499267578125 805.4411828339132 0.5257289037356337 2.2275369724299017 143506986.03272483 7.006378885036447e-06 1.3174295471408768e-05 0.0005145422409265005 1.6427673647566286e-09 5.258318066617453e-05 0.0012488972894548836 7.40863075283229e-07 0.0052339864251183645 0.0003362756320926712 1.7748212403230733e-06 7.192341919231338e-05 7.358467966011467e-06 2.5958156178264346e-10 6.667055899311968e-09 0.0011597116854257386 0.00010128210302321783 6.893533186392078e-06 4.7629761538386965e-05 2.600478377911676e-06 0.00022255780853220995 3.403907801242857e-06 6.284373602259063e-07 0.00010464551360560035 6.725699997430727e-11 4.646303052214675e-11 4.070208392151231e-05 8.356478278321768e-05 2.0076727756163918e-05 3.505922290464963e-09 0.02005272267042967 4.32348495356927e-05 4.315107037098611e-06 0.0001407876195171865 0.0003920416480159481 4.358728370584215e-07 4.005605569188021e-05 0.00012517361224772627 2.034512866501067e-08 1.6881294795857857e-07 1.1348141375347898e-06 5.818445258769617e-12 4.889257782291746e-06 6.418179043428203e-06 2.4774160246794886e-11 3.0876023331021744e-06 0.00015320683926735735 0.0004859446863750535 1.4620837316154454e-06 7.988486135626257e-10 0.0001710406929173533 8.891609439643659e-07 9.734826088932049e-05 1.3930335866168289e-05 0.00025178724974755706 0.0004608681065973902 0.015898358412396906 0.03587191198823084 7.055506743618309e-09 0.0005809318615423769 0.030097680449210257 5.203776193747297e-05 2.004948512379909e-09 4.390657397792625e-09 0.00011093375108314092 8.175203854827423e-05 2.867455561523541e-08 2.483666950392312e-06 1.4535671130837669e-05 0.0005690322949743902 4.968161487807744e-07 0.020277866858707846 1.3100823738575333e-05 1.352576973162245e-12 5.469549009995872e-07 1.6110210529739756e-08 4.336262740676348e-05 1.700285926604713e-06 8.756230011003606e-05 6.00639419223504e-07 4.014965747905703e-08 0.7019115383102739 6.971690105799151e-08 3.3280005138198406e-05 8.799809316707445e-06 0.010682548107154894 0.0001984228488856973 2.1246613433910774e-07 3.835466988822783e-07 1.539612758629427e-08 0.1517006005442978 2.6012841990528383e-06 1.526750504784582e-07 8.046001112479148e-08 1.4207992267903198e-07 7.700651715463249e-09 2.14810631685848e-05 1.7338240240093482e-06 3.563923410869285e-17
0.0105 812.6870012989592 0.5306348071812468 2.206942611275996 158433852.44280872 6.893030989967525e-06 1.296916047929316e-05 0.0005242092249718609 1.9046724563472275e-09 5.40629445121065e-05 0.001271045718492907 8.332986578881952e-07 0.005197015079657049 0.00034394366836402166 1.8830738167980843e-06 7.370512497533215e-05 7.801178355538977e-06 3.0546263643866933e-10 6.749041619263504e-09 0.0011872424449449798 0.0001045808639760684 7.118276823632754e-06 4.9031668133122116e-05 2.7569601114751417e-06 0.00022900324941437715 3.525650924005121e-06 6.552360238160986e-07 0.00010851893913272636 7.887059404834214e-11 5.433912986521672e-11 4.254687520650699e-05 8.730242236365242e-05 2.120752155310396e-05 3.64407256113557e-09 0.01997714795602227 4.488636285547047e-05 4.466890700290222e-06 0.00014634230484178294 0.000406211015127789 4.6797598740086563e-07 4.162495150475108e-05 0.0001299732130833375 2.1112009324635333e-08 1.4981002210895328e-07 1.2797755853899126e-06 6.247111852138408e-12 4.751863625225097e-06 6.205141718806753e-06 2.6561469769628696e-11 3.2115008481807634e-06 0.00015679776939412412 0.0004953772251162942 1.7640223630142226e-06 9.89241559200469e-10 0.00017501636569018533 9.519465518850323e-07 9.913369276088104e-05 1.3710138388214073e-05 0.0002569662960639429 0.00046794868182110976 0.016168595892262903 0.0362019783551382 8.004145027362964e-09 0.0005836567120568796 0.03040613480642035 5.255121622953908e-05 2.3458779166193e-09 4.969675202298393e-09 0.00011357838761396953 8.414134003408741e-05 3.48141870497664e-08 2.482056117013989e-06 1.5327904530938392e-05 0.0005873860582351693 5.271241909334581e-07 0.020159163047267337 1.2891114022844952e-05 1.4871039124405604e-12 6.303151579533641e-07 1.711989567829991e-08 4.498825195499905e-05 1.6413907989205774e-06 9.078748153985776e-05 5.239140854573114e-07 4.22902128828745e-08 0.7018323034574592 8.426898601584714e-08 3.417259705059187e-05 8.85721173876205e-06 0.010619347434793112 0.00020662448603094304 2.188163756153706e-07 3.86180556661136e-07 1.7108990750476162e-08 0.1509720185190629 2.5412948600797063e-06 1.7066722896008726e-07 9.313182777888572e-08 1.5238386750060062e-07 8.852740667698961e-09 2.1838257091607795e-05 1.7991444468001788e-06 4.061568927864269e-17
0.010500732421875 819.9989910383922 0.535590570576447 2.1865220024131053 174406938.43560395 6.764561316470634e-06 1.2727506712341925e-05 0.0005340049845454796 2.205856548271524e-09 5.5563595549883216e-05 0.0012934583932357401 9.359138914990137e-07 0.005159304979164797 0.00035174400958141 1.9976518907127707e-06 7.552114946281417e-05 8.267666572295501e-06 3.5876055067580504e-10 6.8382077707458e-09 0.0012152418556020887 0.00010796789744482148 7.348907485562297e-06 5.046659571335908e-05 2.9224257560542216e-06 0.00023559463551371727 3.650734601038072e-06 6.834463728355325e-07 0.00011251270735508653 9.230230529027015e-11 6.345980969812977e-11 4.446332259286017e-05 9.118042944938616e-05 2.2376575245485127e-05 3.7848772512293536e-09 0.019899014097076374 4.6575071425767516e-05 4.621458798153234e-06 0.00015208334630257314 0.0004207962688670521 5.017637983521109e-07 4.321348426913777e-05 0.00013481175585529598 2.1812241765954733e-08 1.3239103175358742e-07 1.4391374562059618e-06 6.682912945969112e-12 4.6027825291072435e-06 5.967307334688775e-06 2.8289125948426836e-11 3.3393335718076216e-06 0.00016044965502741017 0.0005048924501751917 2.1185920820028297e-06 1.213583600720938e-09 0.0001790476417371726 1.017357845021449e-06 0.00010078930563038371 1.3470824925801947e-05 0.00026221850374057767 0.0004751004681170367 0.016442020074267504 0.03653740846746055 9.06406114016974e-09 0.0005863838241959049 0.030716871305450595 5.30576586165772e-05 2.7403636292827344e-09 5.624617143490225e-09 0.00011625064209246147 8.656629734119203e-05 4.206094376349909e-08 2.471720792132006e-06 1.6160804189293978e-05 0.0006062224197769096 5.60234686420518e-07 0.02003575823720437 1.2625738377825767e-05 1.6286845655067029e-12 7.234063406011358e-07 1.814806469194021e-08 4.662455700067782e-05 1.5733907391373763e-06 9.401356014595589e-05 4.5467078269879997e-07 4.4308737448143714e-08 0.7017564065965123 1.0144674320733278e-07 3.505906629840141e-05 8.88788362678419e-06 0.01055386121237797 0.00021511337648829864 2.2533568523873282e-07 3.886493060502546e-07 1.8993259606123238e-08 0.15023616711990986 2.468480870953199e-06 1.903970738184369e-07 1.0702843535863498e-07 1.638745118900574e-07 1.0160149689958187e-08 2.215712745977626e-05 1.8650566879599662e-06 4.6334684128619585e-17
0.01050146484375 827.3767309238797 0.5405961463625525 2.166276201907265 191359529.0232246 6.620964308019948e-06 1.2449247250411142e-05 0.000543930060920286 2.551308522881168e-09 5.7084020979902756e-05 0.0013161347334723432 1.0496090027166709e-06 0.0051208512926050045 0.0003596776251116819 2.1189029126631613e-06 7.737190209051703e-05 8.759026819284078e-06 4.204770943060229e-10 6.9342687770324815e-09 0.0012437087917410562 0.00011144482995481534 7.585506294979101e-06 5.193503612953722e-05 3.097301112824731e-06 0.00024233336159594854 3.77918781088313e-06 7.132287096902909e-07 0.00011662944050658632 1.0778010278409401e-10 7.399006536901234e-11 4.645349619888098e-05 9.520189548497804e-05 2.358291325164148e-05 3.927734245022079e-09 0.019818263686170453 4.829933781150414e-05 4.778628875887657e-06 0.00015801542375910307 0.00043580448828896745 5.372041913780107e-07 4.481655864788667e-05 0.00013967451501566564 2.243462845689825e-08 1.1650601936105922e-07 1.6132552629659881e-06 7.120153376053223e-12 4.44271469071937e-06 5.706379711781501e-06 2.99157460631466e-11 3.470949225139148e-06 0.00016416285409449926 0.0005144837042753786 2.532646760930166e-06 1.4741934989458155e-09 0.0001831330326509824 1.0850404275365077e-06 0.00010229184260671742 1.3212204520244326e-05 0.00026754382516017806 0.0004823232545632376 0.01671863682259695 0.036878243384681327 1.024454477520352e-08 0.0005891131807212666 0.03102987613015685 5.3556501943091055e-05 3.195621437057551e-09 6.364051695139654e-09 0.00011894752084326309 8.902547808348888e-05 5.0552262579164316e-08 2.4521466224277463e-06 1.7036108707626777e-05 0.0006255481348839987 5.96333016417734e-07 0.01990753665262192 1.2305529772868594e-05 1.7760831389759718e-12 8.265050732453335e-07 1.9187922417154652e-08 4.8264642640727224e-05 1.4968981696366654e-06 9.72264050695698e-05 3.926909919760385e-07 4.6166973496407616e-08 0.70168401896163 1.215808700253532e-07 3.593581642914254e-05 8.888893878678577e-06 0.010486045304884109 0.00022389613136465094 2.320268528860844e-07 3.909463390990921e-07 2.1061537467987598e-08 0.14949310594012202 2.382945220040449e-06 2.1193325044435155e-07 1.2205816900541955e-07 1.766707567433311e-07 1.163874949882748e-08 2.243181121012532e-05 1.931222260822702e-06 5.2912250324832597e-17
0.010502197265625 834.8199197194446 0.5456515792191353 2.1462057678687576 209195908.98327452 6.4623467578098745e-06 1.2134634467741189e-05 0.0005539853461075159 2.946431426712378e-09 5.862303855556025e-05 0.0013390747568767206 1.1753336556909347e-06 0.005081648097615174 0.00036774569448822967 2.247196538978443e-06 7.925786589359485e-05 9.27642037504638e-06 4.917082831376805e-10 7.036798820018315e-09 0.0012726423808067356 0.00011501342678877011 7.828159656978398e-06 5.343753645862454e-05 3.28202540543017e-06 0.00024922090279643746 3.911040795936889e-06 7.447753375880902e-07 0.00012087190599000935 1.255475652057986e-10 8.610879198083556e-11 4.8519560183468e-05 9.936987358477055e-05 2.4825431704575713e-05 4.071844208853618e-09 0.01973483618805054 5.005728678623015e-05 4.938203614460648e-06 0.00016414348393498662 0.00045124313784373674 5.742423156975587e-07 4.642852548751704e-05 0.00014454594267735574 2.296829592392243e-08 1.020913122005834e-07 1.8022405795035217e-06 7.55225652746658e-12 4.272491899362688e-06 5.424452601648948e-06 3.1397111547602324e-11 3.6061555602459123e-06 0.00016793785317840098 0.0005241439587284437 3.013454700358897e-06 1.7722731759585254e-09 0.00018727101235793548 1.1545535501808195e-06 0.00010361723451713077 1.293415675611243e-05 0.00027294236623653977 0.0004896170321198853 0.016998461300134018 0.037224535839716515 1.1555029640951228e-08 0.0005918448586874963 0.03134514686575416 5.404715332139743e-05 3.719638965117427e-09 7.197131168298724e-09 0.00012166588667891816 9.151740879968757e-05 6.042550380465258e-08 2.422928682326954e-06 1.7955622397979733e-05 0.0006453700405760442 6.355700523227814e-07 0.01977437916698408 1.1932169731901806e-05 1.9276974533495093e-12 9.396621170119494e-07 2.023173154238379e-08 4.990092376652884e-05 1.41271592520589e-06 0.0001004110832486272 3.376128178937637e-07 4.7825960731357246e-08 0.7016153114802526 1.4499870545481874e-07 3.6799031423726676e-05 8.857380401564264e-06 0.010415854424993059 0.0002329794158589104 2.388928291878348e-07 3.930652421641625e-07 2.3326797094762594e-08 0.14874287077295872 2.285106583377161e-06 2.3532769079145664e-07 1.3806943787685453e-07 1.908913659932639e-07 1.3305007054354555e-08 2.2656253329415203e-05 1.997250417298655e-06 6.048340214164994e-17
0.0105029296875 842.328245374417 0.5507569126752834 2.126311153751431 227789868.9831286 6.2889446084902644e-06 1.1784305997179793e-05 0.0005641717488297929 3.397023579692519e-09 6.0179338681320715e-05 0.0013622782806454721 1.314080623760404e-06 0.0050416896900507885 0.0003759493232793616 2.382921875246273e-06 8.117953675333639e-05 9.821065716854636e-06 5.736458601815577e-10 7.145208078934053e-09 0.0013020409949073605 0.00011867547963110017 8.076951272989437e-06 5.497465070298689e-05 3.4770444106248192e-06 0.00025625855689985163 4.046320939713032e-06 7.783152636385976e-07 0.0001252428770486277 1.458625735256196e-10 1.0000830111477376e-10 5.066370789648914e-05 0.00010368721010039306 2.610288277782419e-05 4.216181638527814e-09 0.019648670630370648 5.18467289932009e-05 5.099966570473336e-06 0.00017047254629508416 0.0004671195622163553 6.127965463166415e-07 4.804313081340383e-05 0.00014940962379583612 2.3402963528696385e-08 8.907381665823707e-08 2.005904662967447e-06 7.971806711755069e-12 4.0930817401036456e-06 5.124012034561377e-06 3.2687845124881534e-11 3.7447137425279726e-06 0.00017177514206917442 0.0005338654621633622 3.568614680299538e-06 2.107432909050486e-09 0.00019145987683234016 1.2253674669548953e-06 0.00010474094403074304 1.2636651733255004e-05 0.00027841420369502634 0.0004969817438957875 0.01728150874542904 0.03757633897556381 1.3004960281303669e-08 0.0005945789366607522 0.0316626812311242 5.4528995481747806e-05 4.321231722042735e-09 8.133533616932753e-09 0.0001244023822212812 9.40404886729765e-05 7.181256734257632e-08 2.383801061445064e-06 1.8921185072725022e-05 0.0006656942722764492 6.780452263237965e-07 0.01963616760451007 1.1508232001845724e-05 2.0815445249888717e-12 1.0626462462558538e-06 2.1270831891406338e-08 5.152510631263321e-05 1.321836850139196e-06 0.0001035518954035532 2.88977074524333e-07 4.9247050261283823e-08 0.701550457182423 1.7200705354113758e-07 3.764467250889469e-05 8.790650687343734e-06 0.01034324437696339 0.0002423695709962436 2.4593650178746525e-07 3.94999716912172e-07 2.5802321796984498e-08 0.14798549861341365 2.1757338405979952e-06 2.6061203565356165e-07 1.5484675298395994e-07 2.0665092343442152e-07 1.5175809010236104e-08 2.2824301384795776e-05 2.0626959452739527e-06 6.920510934593335e-17
0.010503662109375 849.9013863851068 0.5559121897420349 2.10659270996018 246986145.38418648 6.101135678292277e-06 1.1399321979930728e-05 0.0005744901953698736 3.909262436653791e-09 6.175147854169035e-05 0.0013857448879054045 1.4668811280517084e-06 0.005000970583948888 0.0003842895173184939 2.5264884131995505e-06 8.313742431895599e-05 1.0394244571346782e-05 6.675810037165961e-10 7.258725222669621e-09 0.0013319022007382744 0.00012243280728123712 8.331961878949216e-06 5.654693976795577e-05 3.6828086904976265e-06 0.0002634474032326276 4.1850529034161785e-06 8.141205584980995e-07 0.000129745124883281 1.6899611634361594e-10 1.1589370357422408e-10 5.2888160223851675e-05 0.0001081565010993532 2.741390597711781e-05 4.359476646020595e-09 0.01955970560726682 5.366514476321009e-05 5.263683763682079e-06 0.0001770076989104679 0.0004834409709539459 6.52755718392562e-07 4.965353201960371e-05 0.000154248427241147 2.3729248544005186e-08 7.737405579651421e-08 2.2237088083293914e-06 8.370698452077214e-12 3.905584558248859e-06 4.807920605752602e-06 3.3743617881039394e-11 3.886338445113739e-06 0.00017567521428692382 0.0005436397362562073 4.205961156683148e-06 2.477193479037369e-09 0.0001956977471842231 1.296866413850707e-06 0.00010563845936645516 1.231976348992629e-05 0.0002839593862799001 0.0005044172768921941 0.01756779447162787 0.037933706350642166 1.460368715503458e-08 0.0005973154939701688 0.031982477081626035 5.500138602479482e-05 5.010125121990978e-09 9.183413914690087e-09 0.00012715344995528104 9.659298631784235e-05 8.483383114638116e-08 2.3346662514043053e-06 1.9934668469431422e-05 0.0006865260878325687 7.237889837822848e-07 0.019492784858856468 1.1037206354994396e-05 2.235275430657094e-12 1.194894785901795e-06 2.2295742251599044e-08 5.312824401629556e-05 1.2254354490217271e-06 0.0001066325620047385 2.462675808387732e-07 5.039318494250341e-08 0.7014896308819888 2.0287131731793247e-07 3.846851669548002e-05 8.686304625977571e-06 0.010268172071268638 0.0002520724973997621 2.531606884995913e-07 3.967435963624165e-07 2.850173500085078e-08 0.14722102721492902 2.055963221681046e-06 2.8779533884748034e-07 1.7211153440550382e-07 2.2405536570860773e-07 1.7268327647298596e-08 2.2929840268204897e-05 2.1270617941588018e-06 7.925995261511555e-17
0.01050439453125 857.5390133530408 0.5611174536363278 2.087050685310352 266603925.09395787 5.899451543392401e-06 1.0981198249057255e-05 0.0005849416303418869 4.489685327566883e-09 6.333787691390123e-05 0.0014094738901610257 1.6347986660583754e-06 0.00495948550903969 0.00039276715124692864 2.678327000581754e-06 8.513205292713163e-05 1.0997308960038803e-05 7.749098872459953e-10 7.376383195997848e-09 0.0013622227149487141 0.00012628725636239197 8.593269010432447e-06 5.815497130179695e-05 3.8997716376285694e-06 0.00027078825493109115 4.327258857197415e-06 8.525135293820535e-07 0.0001343814095682145 1.952313084147537e-10 1.3398215306707642e-10 5.519516390097103e-05 0.00011278004594354758 2.8757067568332032e-05 4.500204033933371e-09 0.0194678792758221 5.5509671393369455e-05 5.429105899899617e-06 0.00018375409363737856 0.0005002144239672986 6.939766382508805e-07 5.125232861902525e-05 0.00015904468550824672 2.393898574952339e-08 6.690865475656912e-08 2.454719842682598e-06 8.740350085983769e-12 3.7112271064189688e-06 4.479388798410748e-06 3.452372708427677e-11 4.0306996319429775e-06 0.00017963856747161346 0.0005534575848452042 4.933450014879159e-06 2.87650541415775e-09 0.00019998257664700515 1.3683555041493466e-06 0.00010628586512754163 1.1983684249060934e-05 0.0002895779366325254 0.0005119234529561899 0.017857333864636768 0.03829669194272853 1.6360366044477905e-08 0.0006000546099074361 0.03230453241454784 5.546365670261106e-05 5.797057855720304e-09 1.0357349659419893e-08 0.00012991535893844928 9.91730367243307e-05 9.959155036375928e-08 2.2756221621078917e-06 2.0997972443365615e-05 0.0007078696703352571 7.727444911135441e-07 0.019344114972462544 1.0523503382918982e-05 2.386215289094881e-12 1.3354732343192265e-06 2.3296315002677508e-08 5.4700821323832047e-05 1.124852194248027e-06 0.00010963644590455259 2.0894555570760317e-07 5.1230357390262014e-08 0.7014330088443481 2.377908690518931e-07 3.9266205673998537e-05 8.54237483796237e-06 0.010190595512878363 0.0002620935203467666 2.6056813109289993e-07 3.982908595654381e-07 3.1439074094880136e-08 0.1464494945857604 1.9272950177937217e-06 3.168627841018508e-07 1.8952826487850986e-07 2.431967982051338e-07 1.9599911440775208e-08 2.296695386625418e-05 2.189804834097134e-06 9.086039652172155e-17
